Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,iss_score,iss_check,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_001202,Nkhotakota District Hospital,Central East Zone,Nkhotakota,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,73989,100,100,100,100,100,55.93055556,35.33333333,"[70.0, 60.0, 40.0, 50.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",56,0,50,76.52777778,"[68.75, 80.55555555555556, 80.55555555555556, 75.0, 77.77777777777777]","[100, 100, 50, 100, 0, 100, 100, 0, nan, 100, 100, 50, 100, 75, 100, 100, 100, 0, 100, 100, 75, 75, 75, 100, 100, 100, 0, 100, 100, 75, 100, 100, 0, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,33.33333333,0,,100,0,25,"[50.0, 0.0, 0.0, 25.0, 50.0]",20,20,60,0,60.51526994,33.33333333,100,100,0,90.27355623,100,0,60,"[100, 0, 0, 100, 100]",100,100,100,100,100,100,100,100,100,100,100,62.96296296,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",62.96296296,,,999,999
MWI_000588,Kasungu District Hospital,Central East Zone,Kasungu,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,116900,100,100,100,100,100,55.90972222,34.66666667,"[60.0, 60.0, 50.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54,0,50,77.15277778,"[90.625, 81.25, 66.66666666666667, 77.77777777777777, 69.44444444444444]","[100, 100, 75, 100, 50, 100, 100, 100, nan, 100, 100, 75, nan, 75, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 25, 100, 100, 0, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,37.5,"[25.0, 75.0, 50.0, 0.0]",25,25,75,25,75.69598367,66.66666667,94.94949495,19.41489362,60,88.84083045,100,100,75,"[100, 100, 100, 0]",100,100,100,100,100,100,100,100,100,100,100,77.77777778,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 100]",77.77777778,,,999,999
MWI_001162,New state house Clinic,Central West Zone,Lilongwe,PRIMARY,CLINIC/DISPENSARY,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,6411,100,0,100,100,100,55.76136364,35.27272727,"[70.0, 72.72727272727273, 70.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0]",70.54545455,0,,76.25,"[66.66666666666667, 61.111111111111114, 81.25, 88.88888888888889, 83.33333333333333]","[50, 100, 50, 100, 0, 100, 100, 100, 0, 50, 50, 50, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 0, 100, 100, 100, nan, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,68.33333333,100,100,100,0,33.33333333,"[25.0, 50.0, 25.0]",66.66666667,0,66.66666667,0,79.80639731,68.33333333,66.66666667,100,60,83.83838384,,100,66.66666667,"[100, 100, 0]",0,100,100,,100,100,100,100,100,100,100,40.74074074,"[100, 100, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0]",40.74074074,,7.142857143,14,1
MWI_000019,Alinafe Community Hospital,Central East Zone,Nkhotakota,SECONDARY,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,INPATIENT ONLY,PRIMARY,18422,100,100,100,100,100,37.33333333,37.33333333,"[80.0, 80.0, 80.0, 50.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 0.0, 50.0]",72,0,40,,[],[],66.66666667,"[100, 100, nan, 0]",100,100,,0,66.66666667,100,,100,0,20,"[25.0, 25.0, 0.0, 25.0, 25.0]",0,40,40,0,80.34207354,66.66666667,100,100,0,95.7278481,100,100,40,"[0, 0, 0, 100, 100]",100,85.71428571,100,100,100,0,100,100,0,0,0,81.81818182,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 100]",,81.81818182,29.26829268,123,36
MWI_001542,Phalombe District Hospital,South East Zone,Phalombe,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,51.55555556,48.66666667,"[50.0, 60.0, 50.0, 60.0, 60.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",56,40,50,54.44444444,"[61.111111111111114, 41.666666666666664, 63.888888888888886, 50.0, 55.55555555555556]","[100, 100, 50, 100, 0, 100, 0, 100, 0, 100, 75, 0, 100, 0, 0, 0, 100, 0, 100, 100, 0, 50, 25, 100, 100, 100, 0, 100, 50, 0, 100, 0, 100, 0, 100, 0, 100, 100, 0, 100, 0, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,45,"[25.0, 50.0, 0.0, 75.0, 75.0]",20,40,60,60,88.81072027,66.66666667,,,80,97.38693467,100,100,60,"[100, 100, 0, 100, 0]",66.66666667,100,100,100,100,100,100,100,50,0,100,70.37037037,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",70.37037037,,,999,999
MWI_000261,Chiradzulu District Hospital,South West Zone,Chiradzulu,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,35034,100,100,100,100,100,54.80555556,46,"[40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",48,40,50,63.61111111,"[77.77777777777777, 66.66666666666667, 77.77777777777777, 62.5, 33.333333333333336]","[100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 0, 100, 0, 100, 0, 100, nan, 100, 100, 0, 100, 0, 0, 0, 0, 0]",100,"[100, 100, 100, 100]",100,100,100,100,60,80,,100,0,45,"[25.0, 50.0, 50.0, 50.0, 50.0]",0,0,100,80,65.86696731,60,,,0,69.33483653,100,100,100,"[100, 100, 100, 100, 100]",100,85.71428571,100,100,0,100,100,100,50,0,100,51.85185185,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",51.85185185,,,999,999
MWI_001369,St. Joseph Hospital (Chiradzulu),South West Zone,Chiradzulu,SECONDARY,OTHER (SPECIFY),Mission Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,54172,100,100,100,100,100,55.01190476,34.66666667,"[50.0, 60.0, 54.54545454545455, 60.0, 45.45454545454545, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54,0,50,75.35714286,"[87.5, 71.42857142857143, 100.0, 67.85714285714286, 50.0]","[100, 100, 100, 100, nan, 100, 0, 100, 100, 100, 100, 100, nan, nan, 0, 0, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 75, nan, nan, 0, 0, 100, 100, 75, 100, 75, nan, nan, 0, 0, 100, 0]",100,"[100, 100, nan, 100]",100,100,,100,53.33333333,100,100,40,0,25,"[25.0, 25.0, 25.0, 25.0, 25.0]",0,0,100,0,75.21283314,53.33333333,53.84615385,25.71428571,100,93.59605911,100,100,100,"[100, 100, 100, 100, 100]",16.66666667,85.71428571,100,100,100,100,100,0,50,0,100,77.77777778,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100]",77.77777778,,18.22222222,225,41
MWI_001563,Mtengowanthenga Community Hospital,Central East Zone,Dowa,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,80172,100,100,100,100,100,56.22222222,41.33333333,"[50.0, 40.0, 60.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 50.0, 50.0, 50.0]",54,0,70,71.11111111,"[75.0, 72.22222222222223, 63.888888888888886, 72.22222222222223, 72.22222222222223]","[100, 100, 50, 100, 25, 100, 100, 100, 0, 100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 75, 100, 0, 100, 0, 100, 0, 100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 0, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,60,80,,100,0,35,"[25.0, 50.0, 50.0, 25.0, 25.0]",0,0,60,80,70.86570278,60,75,25.83333333,80,75.2265861,80,100,60,"[0, 100, 100, 0, 100]",100,100,100,100,100,100,100,100,100,100,100,44.44444444,"[100, 100, 0, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",44.44444444,,17.05426357,129,22
MWI_000769,Madisi Mission Hospital,Central East Zone,Dowa,SECONDARY,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,23848,100,100,100,100,100,67.38888889,58.66666667,"[70.0, 80.0, 80.0, 70.0, 80.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",76,50,50,76.11111111,"[69.44444444444444, 72.22222222222223, 88.88888888888889, 77.77777777777777, 72.22222222222223]","[100, 50, 75, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 0]",75,"[0, 100, 100, 100]",0,100,100,100,66.66666667,100,,100,0,10,"[0.0, 25.0, 25.0, 0.0, 0.0]",20,20,0,0,67.09860936,66.66666667,100,28.33333333,0,94.69026549,100,80,0,"[0, 0, 0, 0, 0]",100,71.42857143,100,100,0,0,100,100,50,0,100,70.37037037,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",70.37037037,,40,250,100
MWI_000350,Dowa District Hospital,Central East Zone,Dowa,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,38340,100,100,100,100,100,53.92361111,53.33333333,"[40.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0]",50,50,60,54.51388889,"[53.125, 61.111111111111114, 50.0, 50.0, 58.333333333333336]","[50, 50, 25, nan, 0, 100, 100, 100, 0, 50, 50, 50, 100, 0, 100, 100, 100, 0, 100, 50, 50, nan, 0, 100, 0, 100, 0, 50, 50, 50, 100, 0, 100, 0, 100, 0, 50, 50, 25, 100, 0, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,30,"[25.0, 25.0, 25.0, 25.0, 50.0]",0,0,80,40,77.65699549,66.66666667,,,100,91.61831077,80,50,80,"[0, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,100,100,100,51.85185185,"[100, 100, 100, 0, 100, 0, 0, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 0, 0]",51.85185185,,,999,999
MWI_001293,Queen Elizabeth Central Hospital,South West Zone,Blantyre,TERTIARY,CENTRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,3821,100,100,100,100,100,75.5,89.33333333,"[80.0, 70.0, 80.0, 80.0, 80.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78,90,100,61.66666667,"[52.77777777777778, 63.888888888888886, 63.888888888888886, 63.888888888888886, 63.888888888888886]","[75, 100, 50, 100, 50, 0, 0, 100, 0, 100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 100, 0, 100, 0, 75, 100, 50, 100, 50, 100, 0, 100, 0, 75, 100, 50, 100, 50, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,60,100,,80,0,35,"[50.0, 25.0, 25.0, 50.0, 25.0]",0,100,20,20,86.66666667,60,,,100,,100,,20,"[100, 0, 0, 0, 0]",16.66666667,100,100,100,100,100,100,100,100,100,100,62.96296296,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 100, 0, 0, 0]",62.96296296,,,999,999
MWI_001046,Mulanje Mission Hospital,South East Zone,Mulanje,SECONDARY,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,100000,100,100,100,100,100,60.03535354,59.51515152,"[80.0, 80.0, 80.0, 80.0, 72.72727272727273, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",78.54545455,50,50,60.55555556,"[61.111111111111114, 58.333333333333336, 61.111111111111114, 58.333333333333336, 63.888888888888886]","[75, 100, 50, 75, 50, 100, 0, 100, 0, 100, 75, 25, 75, 50, 100, 0, 100, 0, 75, 100, 25, 100, 50, 100, 0, 100, 0, 100, 75, 25, 75, 50, 100, 0, 100, 0, 75, 100, 50, 100, 50, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,63.33333333,100,0,100,0,55,"[50.0, 50.0, 50.0, 50.0, 75.0]",0,100,20,100,86.1018539,63.33333333,80,75.625,100,97.65279008,100,,20,"[0, 0, 0, 0, 100]",83.33333333,100,100,100,100,100,100,100,100,100,100,62.96296296,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",62.96296296,,0,225,0
MWI_001013,Mponela Rural Hospital,Central East Zone,Dowa,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,100326,100,100,100,100,100,90.83333333,86.66666667,"[60.0, 60.0, 60.0, 60.0, 60.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",60,100,100,95,"[94.44444444444444, 94.44444444444444, 94.44444444444444, 94.44444444444444, 97.22222222222223]","[100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 75, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,35,"[50.0, 25.0, 25.0, 50.0, 25.0]",0,40,60,40,80.17186097,66.66666667,100,0,100,94.53636014,100,100,60,"[100, 100, 100, 0, 0]",100,100,100,100,100,100,100,100,,,,81.81818182,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 100]",,81.81818182,36.00823045,486,175
MWI_000237,Chingadzi Rural Hospital,South West Zone,Thyolo,SECONDARY,OTHER (SPECIFY),Rural Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,8375,100,100,100,100,100,57.66666667,32,"[60.0, 50.0, 50.0, 50.0, 60.0, 0.0, 0.0, 50.0, 0.0, 0.0]",54,10,,83.33333333,"[75.0, 87.5, 87.5]","[100, 100, 100, 100, 100, 0, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 0, 100, 100, 100, nan]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,25,"[25.0, 25.0, 25.0, 0.0, 50.0]",0,0,80,20,65.8199903,66.66666667,50,60,20,98.25327511,,100,80,"[100, 100, 100, 0, 100]",100,57.14285714,100,0,100,0,0,100,,,,37.03703704,"[100, 0, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",37.03703704,,61.24031008,129,79
MWI_001422,Thuchila Health Centre,South East Zone,Mulanje,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,43035,100,100,100,100,100,58.75,57.5,"[80.0, 80.0, 70.0, 80.0, 80.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",78,40,50,60,"[61.111111111111114, 61.111111111111114, 58.333333333333336, 61.111111111111114, 58.333333333333336]","[100, 75, 50, 75, 50, 100, 0, 100, 0, 100, 75, 50, 75, 50, 100, 0, 100, 0, 100, 75, 25, 75, 50, 100, 0, 100, 0, 75, 100, 50, 75, 50, 100, 0, 100, 0, 100, 50, 25, 100, 50, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,40,"[50.0, 25.0, 25.0, 50.0, 50.0]",0,100,0,60,58.17697228,66.66666667,50,0,40,92.39516702,100,,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,100,0,0,0,55.55555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 0, 0, 0, 100, 0, 0, 100]",55.55555556,,38.59649123,57,22
MWI_000136,Chavala Health Centre,South West Zone,Blantyre,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,15702,100,100,100,100,100,61.30059524,47.33333333,"[50.0, 50.0, 50.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0]",52,0,90,75.26785714,"[56.25, 84.375, 60.714285714285715, 80.55555555555556, 94.44444444444444]","[100, 100, 50, 100, nan, 0, 0, 100, 0, 75, 100, 100, 100, nan, 100, 0, 100, 100, 75, 75, 75, nan, nan, 100, 0, 100, 0, 75, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,35,"[25.0, 50.0, 50.0, 25.0, 25.0]",40,0,100,0,84.52203269,66.66666667,66.66666667,100,60,98.32089552,100,100,100,"[100, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,0,0,0,54.54545455,"[100, 100, 0, 0, 100, 100, 0, 0, 100, 0, 100]",,54.54545455,6.25,32,2
MWI_001038,Mtosa Health Centre,Central East Zone,Nkhotakota,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,17674,100,0,100,100,100,53.38888889,29,"[60.0, 50.0, 60.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0]",58,0,,77.77777778,"[66.66666666666667, 69.44444444444444, 75.0, 86.11111111111111, 91.66666666666667]","[100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 25, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 25, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 25, 100, 100, 100, 100]",50,"[0, 100, 100, 0]",0,100,100,0,66.66666667,100,,100,0,8.333333333,"[0.0, 25.0, 0.0]",0,33.33333333,0,0,66.32791328,66.66666667,50,100,0,81.30081301,,100,0,"[0, 0, 0]",66.66666667,50,100,,0,0,100,0,,,,63.63636364,"[100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 100]",,63.63636364,53.125,64,34
MWI_000963,Mlanda Health Centre,Central West Zone,Ntcheu,PRIMARY,HEALTH CENTRE,,MISSION/FAITH-BASED,,RURAL,OUTPATIENT ONLY,PRIMARY,7192,100,100,100,100,100,51.50793651,38.57142857,"[60.0, 60.0, 50.0, 50.0, 50.0, 0.0, 0.0]",54,0,,64.44444444,"[58.333333333333336, 63.888888888888886, 63.888888888888886, 61.111111111111114, 75.0]","[75, 100, 25, 75, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 25, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,46.66666667,100,,40,0,70,"[75.0, 50.0, 75.0, 75.0, 75.0]",20,100,100,60,57.11961302,46.66666667,100,45,0,93.93139842,,,100,"[100, 100, 100, 100, 100]",100,85.71428571,100,0,100,100,100,100,,,,9.090909091,"[0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0]",,9.090909091,20,35,7
MWI_001225,Ntcheu District Hospital,Central West Zone,Ntcheu,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,67285,100,100,100,100,100,56.69444444,48.66666667,"[40.0, 70.0, 50.0, 60.0, 60.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",56,40,50,64.72222222,"[44.44444444444444, 62.5, 75.0, 66.66666666666667, 75.0]","[100, 100, 0, 100, 0, 0, 0, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, nan, 100, 100, 0, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, nan]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,45,"[50.0, 50.0, 0.0, 75.0, 50.0]",40,40,40,60,69.03067485,66.66666667,,,20,98.48670757,60,100,40,"[100, 0, 0, 0, 100]",100,57.14285714,100,100,0,0,0,100,50,0,100,55.55555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555556,,,999,999
MWI_001045,Mulanje District Hospital,South East Zone,Mulanje,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,44448,100,100,100,100,100,52.99801587,36.88888889,"[40.0, 60.0, 50.0, 60.0, 60.0, 33.333333333333336, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54,6.666666667,50,69.10714286,"[75.0, 39.285714285714285, 84.375, 59.375, 87.5]","[100, 100, 100, 100, nan, 100, 0, 100, 0, 75, 100, 0, nan, nan, 0, 0, 100, 0, 75, 100, 100, 100, nan, 100, 100, 100, 0, 100, 100, 75, 100, nan, 0, 0, 100, 0, 100, 100, 100, 100, nan, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,60,100,100,80,0,37.5,"[25.0, 50.0, 50.0, 25.0]",50,0,100,0,83.99270305,60,,,80,95.97081218,100,,100,"[100, 100, 100, 100]",100,100,100,100,100,100,100,100,50,0,100,74.07407407,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 100, 100, 0, 100, 100, 0, 0, 100, 100, 100, 100, 100]",74.07407407,,,999,999
MWI_001444,Tsangano Health Centre,Central West Zone,Ntcheu,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,41819,100,100,100,100,100,55.55555556,33.33333333,"[50.0, 50.0, 50.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",50,0,50,77.77777778,"[86.11111111111111, 75.0, 72.22222222222223, 80.55555555555556, 75.0]","[100, 100, 100, 100, 75, 100, 0, 100, 100, 100, 100, 100, 100, nan, 100, 0, 100, 0, 100, 100, 100, 100, 50, 0, 0, 100, 100, 100, 100, 100, 100, 25, 100, 0, 100, 100, 100, 100, 100, 100, nan, 0, 0, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,25,"[25.0, 25.0, 25.0, 25.0, 25.0]",0,0,100,0,38.40272705,66.66666667,0,,80,25.34696859,20,,100,"[100, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,,,,45.45454545,"[100, 100, 0, 0, 100, 0, 0, 0, 100, 0, 100]",,45.45454545,23.68421053,38,9
MWI_000007,ABC Comm. Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,69.94444444,76,"[70.0, 70.0, 60.0, 70.0, 70.0, 100.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",68,60,100,63.88888889,"[72.22222222222223, 50.0, 63.888888888888886, 63.888888888888886, 69.44444444444444]","[75, 100, 50, 100, 25, 100, 100, 100, 0, 100, 100, 50, 100, 0, 0, 0, 100, 0, 100, 75, 75, 100, 25, 100, 0, 100, 0, 50, 75, 50, 100, 0, 100, 100, 100, 0, 100, 75, 50, 100, 0, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,80,"[50.0, 75.0, 75.0, 100.0, 100.0]",100,80,40,100,80.77895802,66.66666667,100,100,0,98.78603945,100,100,40,"[0, 0, 0, 100, 100]",16.66666667,100,100,100,100,100,100,100,100,100,100,66.66666667,"[100, 100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 100, 0]",66.66666667,,28.68217054,129,37
