Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
TZA_010251,SOKOINE,Lindi Region,Lindi District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,119428,100,100,100,0,100,94.44444444444444,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,100.0,100.0,88.88888888888889,"[np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889)]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,,,,,,100.0,5,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,100.0,100.0,75.28688524590164,,100.0,1.1475409836065573,,,100.0,100.0,5,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.37037037037037,100.0,0.0,0.0,70.37037037037037,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,18.852459016393443,122.0,23.0,4.0,0.0,18.0,11.0,4.0,1.0,3.0,1.0,0.0,0.0
TZA_007502,SAGATA,Simiyu Region,Itilima District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,25000,100,100,100,100,100,89.35185185185185,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,78.7037037037037,"[np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(80.55555555555556), np.float64(nan), np.float64(nan)]","[100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,50.0,100.0,58.333333333333336,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,35.0,5,"[np.float64(50.0), np.float64(25.0), np.float64(25.0), np.float64(50.0), np.float64(25.0)]",40.0,0.0,0.0,0.0,100.0,57.266207687894436,100.0,75.0,13.333333333333332,0.0,12.530120481927709,100.0,100.0,5,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,27.272727272727273,0.0,100.0,0.0,,27.272727272727273,100.0,0.0,100.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,70.0,10.0,7.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,999.0,999.0
TZA_006006,MWABAGALU,Simiyu Region,Maswa District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,7796,100,100,100,100,100,89.35185185185185,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,100.0,78.70370370370371,"[np.float64(80.55555555555556), np.float64(80.55555555555556), np.float64(75.0), np.float64(nan), np.float64(nan)]","[100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 75, 100, 100, 100, 0, 75, 100, 50, 100, 50, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",91.66666666666667,100.0,58.333333333333336,100.0,58.333333333333336,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,25.0,2,"[np.float64(25.0), np.float64(25.0)]",50.0,0.0,0.0,0.0,50.0,84.66216216216216,100.0,,,40.0,98.64864864864865,100.0,,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,36.36363636363637,0.0,100.0,0.0,,36.36363636363637,100.0,100.0,100.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
TZA_004657,MASWA SEC,Simiyu Region,Maswa District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,20000,100,0,100,100,100,78.05555555555556,95.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,90.0,,61.111111111111114,"[np.float64(50.0), np.float64(66.66666666666667), np.float64(66.66666666666667), np.float64(nan), np.float64(nan)]","[50, 50, 0, 25, 25, 100, 100, 100, 0, 50, 100, 50, 50, 50, 100, 100, 100, 0, 100, 50, 50, 50, 50, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",66.66666666666667,66.66666666666667,33.333333333333336,41.666666666666664,41.666666666666664,100.0,100.0,100.0,0.0,66.66666666666667,"[100, 100, 0, nan]",100.0,100.0,100.0,0.0,,100.0,100.0,,100.0,100.0,,0,[],,,,,,54.2694009799273,100.0,33.33333333333333,5.0,20.0,67.28307254623044,,100.0,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
TZA_002134,ITUNUNU,Mara Region,Serengeti District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,5780,100,0,100,100,100,77.66666666666666,72.0,"[np.float64(70.0), np.float64(70.0), np.float64(80.0), np.float64(70.0), np.float64(70.0)]",72.0,,,83.33333333333333,"[np.float64(83.33333333333333), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[75, 75, 75, 75, 50, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,75.0,75.0,75.0,50.0,100.0,100.0,100.0,100.0,25.0,"[100, 0, 0, 0]",100.0,100.0,0.0,0.0,0.0,66.66666666666667,100.0,,100.0,0.0,25.0,2,"[np.float64(25.0), np.float64(25.0)]",100.0,0.0,50.0,0.0,0.0,45.364583333333336,66.66666666666667,40.0,22.5,0.0,97.65625,,,2,0.0,"[0, 0]",16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,,,0.0,0.0,100.0,100.0,,,,,,,,,,,,,,11.11111111111111,100.0,0.0,0.0,11.11111111111111,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
TZA_000350,BOHELOI,Tanga Region,Lushoto District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,3541,100,0,100,100,100,89.35185185185185,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,78.70370370370371,"[np.float64(75.0), np.float64(75.0), np.float64(86.11111111111111), np.float64(nan), np.float64(nan)]","[75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,33.333333333333336,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,55.0,100.0,50.0,5.0,20.0,100.0,,,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,0.0,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,66.66666666666666,6.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
TZA_003322,KITI CHA MUNGU,Kilimanjaro Region,Mwanga District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,2583,100,0,100,100,100,82.5,90.0,"[np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0)]",90.0,,,75.0,"[np.float64(75.0), np.float64(75.0), np.float64(nan), np.float64(nan), np.float64(nan)]","[75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,0.0,0.0,[],0.0,,,,,66.66666666666667,,100.0,100.0,0.0,12.5,2,"[np.float64(25.0), np.float64(0.0)]",50.0,0.0,0.0,0.0,0.0,44.043010752688176,66.66666666666667,50.0,10.0,0.0,93.5483870967742,,,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,71.42857142857143,7.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA_006792,NKONGORE,Mara Region,Tarime District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,11206,100,0,100,100,100,60.138888888888886,42.5,"[np.float64(60.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",68.0,0.0,,77.77777777777777,"[np.float64(80.55555555555556), np.float64(83.33333333333333), np.float64(69.44444444444444), np.float64(88.88888888888889), np.float64(66.66666666666667)]","[75, 50, 75, 75, 50, 100, 100, 100, 100, 75, 100, 50, 100, 25, 100, 100, 100, 100, 75, 75, 50, 100, 25, 100, 100, 100, 0, 100, 100, 75, 100, 25, 100, 100, 100, 100, 75, 100, 50, 75, 0, 100, 100, 100, 0]",80.0,85.0,60.0,90.0,25.0,100.0,100.0,100.0,60.0,0.0,"[0, 0, 0, 0]",100.0,0.0,0.0,0.0,0.0,66.66666666666667,100.0,,100.0,0.0,25.0,2,"[np.float64(25.0), np.float64(25.0)]",100.0,0.0,0.0,0.0,0.0,69.38283828382839,66.66666666666667,75.0,10.0,100.0,95.24752475247524,,,2,0.0,"[0, 0]",16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,11.11111111111111,100.0,0.0,0.0,11.11111111111111,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
TZA_005940,MURITO,Mara Region,Tarime District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9894,100,0,100,100,100,75.04861111111111,76.0,"[np.float64(70.0), np.float64(60.0), np.float64(80.0), np.float64(90.0), np.float64(80.0)]",76.0,,,74.09722222222221,"[np.float64(80.55555555555556), np.float64(77.77777777777777), np.float64(59.375), np.float64(69.44444444444444), np.float64(83.33333333333333)]","[75, 75, 75, 50, 50, 100, 100, 100, 100, 100, 75, 75, 100, 50, 100, 100, 100, 0, 50, 75, 50, nan, 0, 100, 100, 100, 0, 50, 100, 25, 100, 50, 100, 100, 100, 0, 100, 100, 25, 100, 25, 100, 100, 100, 100]",75.0,85.0,50.0,87.5,35.0,100.0,100.0,100.0,40.0,25.0,"[100, 0, 0, 0]",100.0,100.0,0.0,0.0,0.0,66.66666666666667,100.0,,100.0,0.0,25.0,1,[np.float64(25.0)],100.0,0.0,0.0,0.0,0.0,59.858585858585855,66.66666666666667,66.66666666666666,10.0,60.0,95.95959595959596,,,1,0.0,[0],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,80.0,0.0,,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,11.11111111111111,100.0,0.0,0.0,11.11111111111111,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
TZA_001577,IGALULA,Mwanza Region,Sengerema District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,8379,100,100,100,100,100,83.03571428571428,78.57142857142857,"[np.float64(80.0), np.float64(80.0), np.float64(90.0), np.float64(80.0), np.float64(70.0), np.float64(50.0), np.float64(100.0)]",80.0,75.0,,87.5,"[np.float64(100.0), np.float64(75.0), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0,,0.0,[],0.0,,,,,66.66666666666667,100.0,,100.0,0.0,25.0,1,[np.float64(25.0)],100.0,0.0,0.0,0.0,0.0,60.333333333333336,66.66666666666667,100.0,35.0,0.0,100.0,,,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.42857142857143,100.0,100.0,100.0,0.0,0.0,100.0,100.0,,,,,,,,,,,,,,45.45454545454545,0.0,100.0,0.0,,45.45454545454545,100.0,100.0,100.0,100.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,73.68421052631578,19.0,14.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,6.0
TZA_010252,SUMBAWANGA,Rukwa Region,Sumbawanga District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,870,100,100,100,0,0,91.66666666666666,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,100.0,100.0,83.33333333333333,"[np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(100.0), np.float64(77.77777777777777), np.float64(83.33333333333333)]","[100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 50, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",90.0,90.0,100.0,100.0,90.0,100.0,100.0,60.0,20.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,,,,,,75.0,5,"[np.float64(75.0), np.float64(75.0), np.float64(100.0), np.float64(50.0), np.float64(75.0)]",20.0,100.0,100.0,100.0,80.0,77.0375,,100.0,8.149999999999999,,,100.0,100.0,5,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,0.0,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.37037037037037,100.0,0.0,0.0,70.37037037037037,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,,,999.0,48.0,21.0,10.0,999.0,25.0,15.0,4.0,8.0,4.0,999.0,5.0
TZA_001166,FOREST,Kilimanjaro Region,Siha District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4496,100,0,100,100,100,87.5,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,75.0,"[np.float64(75.0), np.float64(75.0), np.float64(75.0), np.float64(75.0), np.float64(nan)]","[75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,0.0,0.0,[],0.0,,,,,100.0,,100.0,100.0,100.0,0.0,2,"[np.float64(0.0), np.float64(0.0)]",0.0,0.0,0.0,0.0,0.0,55.0,100.0,50.0,25.0,0.0,100.0,,,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,0.0,,,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,86.66666666666667,15.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
TZA_004545,MARANGU HQ,Kilimanjaro Region,Moshi District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,14160,100,0,100,100,100,88.61111111111111,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,77.22222222222221,"[np.float64(86.11111111111111), np.float64(75.0), np.float64(75.0), np.float64(75.0), np.float64(75.0)]","[75, 75, 75, 75, 75, 100, 100, 100, 100, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0]",75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,20.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,59.70762711864406,100.0,80.0,21.25,0.0,97.28813559322033,,,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.33333333333333,100.0,0.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,7.407407407407407,100.0,0.0,0.0,7.407407407407407,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62.5,16.0,10.0,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
TZA_010262,MUHIMBILI,Dar es Salaam Region,Ilala District,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2400,100,100,100,100,100,85.83333333333334,96.66666666666667,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,90.0,100.0,75.0,"[np.float64(77.77777777777777), np.float64(66.66666666666667), np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(75.0)]","[100, 100, 75, 75, 50, 100, 100, 100, 0, 75, 50, 50, 75, 50, 100, 100, 100, 0, 50, 100, 75, 100, 75, 100, 100, 100, 0, 75, 100, 75, 75, 75, 100, 100, 100, 0, 75, 100, 50, 75, 75, 100, 100, 100, 0]",75.0,90.0,65.0,80.0,65.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, nan]",100.0,100.0,100.0,100.0,,100.0,100.0,,100.0,100.0,,0,[],,,,,,77.23270440251574,100.0,,,66.66666666666667,39.49685534591195,100.0,80.0,0,,[],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.18518518518519,100.0,0.0,0.0,85.18518518518519,,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,,,2789.0,999.0,436.0,999.0,1077.0,999.0,111.0,999.0,69.0,999.0,0.0,0.0
