Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM_ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
MDG_002771,CHRD1 Vavatenina,Analanjirofo,Vavatenina,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,227423,100,100,100,0,0,75,75,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,50,100,75,"[np.float64(nan), np.float64(75.0), np.float64(75.0), np.float64(nan), np.float64(75.0)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 75, 100, 75, nan, 75, nan, 100, 100, 0, 100, 75, 75, nan, 75, 100, 0, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 75, 75, 100, nan, 50, 100, 100, 100, 0]",83.33333333,83.33333333,83.33333333,,66.66666667,100,66.66666667,100,0,66.66666667,"[100, 100, 0, nan]",100,100,100,0,,,,,,,,0,[],,,,,,71.25,,100,10,,,100,75,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,,,100,0,0,0,0,100,100,0,100,100,100,50,100,100,18.51851852,100,0,0,18.51851852,,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,,,10,10,2,1,4,4,2,2,1,1,999,999
MDG_001643,CSB2 Antsamaka,Sofia,Bealanana,PRIMARY,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,6532,100,0,100,100,100,52,52,"[np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",52,,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,25,"[0, 0, 0, 100]",100,0,0,0,100,33.33333333,0,,100,0,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0,0,0,65.02515723,33.33333333,100,5,100,86.79245283,,,5,0,"[0, 0, 0, 0, 0]",16.66666667,0,0,0,0,0,100,40,0,,,100,0,100,0,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,37.5,8,3,1,1,2,0,1,1,1,0,3,1
MDG_002829,CHRD2  Bealanana,Sofia,Bealanana,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,5425,100,100,100,0,0,80,80,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,60,100,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,75,"[0, 100, 100, 100]",100,0,100,100,100,,,,,,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0,0,0,50,,83.33333333,0,,,66.66666667,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,20,0,0,0,100,,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,44.44444444,100,0,0,44.44444444,,100,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,100,100,100,100,100,100,100,0,0,0,,25,20,5,5,3,10,0,1,0,1,0,0,0
MDG_002831,CHRD1 Port Bergé,Sofia,Boriziny (Port Berge),SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,276765,100,100,100,0,0,50,50,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",,50,50,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,25,"[0, 0, 100, 0]",100,0,0,100,0,,,,,,25,5,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0)]",100,0,0,0,0,57.5,,100,15,,,,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,40,100,0,0,100,,,0,0,0,0,0,100,100,0,100,0,0,50,100,100,14.81481481,100,0,0,14.81481481,,100,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,6.25,16,1,5,1,8,0,1,0,1,0,0,0
MDG_002828,CHRD1 Analalava,Sofia,Analalava,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,196140,100,100,100,0,0,85.59027778,87.5,"[np.float64(50.0), np.float64(100.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,66.66666667,100,83.68055556,"[np.float64(81.25), np.float64(86.11111111111111), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 50, nan, 100, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,75,100,87.5,100,100,100,0,75,"[0, 100, 100, 100]",100,0,100,100,100,,,,,,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0,0,0,33.33333333,,66.66666667,0,,,,,5,0,"[0, 0, 0, 0, 0]",16.66666667,0,0,0,0,0,100,20,0,0,0,100,,,0,0,0,0,0,100,100,0,100,0,0,50,100,100,11.11111111,100,0,0,11.11111111,,100,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,20,10,6,4,8,4,4,1,1,0,0,0
MDG_000013,CSB2 Anosipatrana,Analamanga,Antananarivo Renivohitra,PRIMARY,HEALTH POST,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,133421,100,100,100,100,100,70.69444444,60,"[np.float64(60.0), np.float64(60.0), np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",56,0,100,81.38888889,"[np.float64(66.66666666666667), np.float64(100.0), np.float64(87.5), np.float64(77.77777777777777), np.float64(75.0)]","[100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 100, 0, nan, 100, 0, 100, 100, 100]",100,100,60,100,100,20,80,100,80,75,"[100, 100, 0, 100]",100,100,100,0,100,33.33333333,100,,0,0,10,5,"[np.float64(0.0), np.float64(25.0), np.float64(25.0), np.float64(0.0), np.float64(0.0)]",40,0,0,0,0,52.96340709,33.33333333,100,0.714285714,0,86.6962306,100,50,5,0,"[0, 0, 0, 0, 0]",66.66666667,100,0,0,100,100,100,85.71428571,100,100,100,100,100,100,0,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,27.27272727,11,3,2,2,3,0,0,0,1,1,4,0
MDG_002755,CHRD2 Mahitsy,Analamanga,Ambohidratrimo,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,0,52.55555556,24,"[np.float64(30.0), np.float64(30.0), np.float64(10.0), np.float64(10.0), np.float64(10.0), np.float64(50.0), np.float64(0.0), np.float64(50.0), np.float64(0.0), np.float64(50.0)]",18,,30,81.11111111,"[np.float64(50.0), np.float64(100.0), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(77.77777777777777)]","[100, 100, 0, nan, 100, 0, 0, 100, 0, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0]",100,100,80,100,100,20,80,100,60,0,"[0, 0, nan, nan]",100,0,0,,,0,0,,0,0,,0,[],,,,,,49.02597403,0,94.28571429,1.818181818,100,,,,0,,[],100,100,100,100,100,100,100,40,0,,100,100,0,,0,100,100,100,100,100,0,100,100,100,100,100,100,100,37.03703704,100,0,0,37.03703704,,100,0,0,100,0,100,0,0,100,100,0,0,100,100,0,0,0,100,0,100,0,100,0,0,0,0,0,,20.45454545,44,9,7,5,21,2,2,2,2,0,0,0
MDG_002745,CHRR Menabe,Menabe,Morondava,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,84.22727273,93.45454545,"[np.float64(80.0), np.float64(80.0), np.float64(80.0), np.float64(80.0), np.float64(81.81818181818181), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",80.36363636,100,100,75,"[np.float64(63.888888888888886), np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(77.77777777777777)]","[50, 100, 25, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0]",90,100,85,100,0,100,100,100,0,0,[],0,,,,,100,100,100,100,100,,0,[],,,,,,69.03108238,100,64,0.3125,,80.84291188,100,,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40.74074074,100,0,0,40.74074074,,100,0,0,0,0,100,0,0,100,0,0,0,100,100,100,0,0,100,0,100,100,100,0,0,0,100,0,,,15,999,2,999,9,999,2,0,1,0,0,0
MDG_000585,CSB2 Antanamitarana,Diana,Antsiranana II,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,9,0,0,100,0,100,50,,[],,,,50,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(nan), np.float64(nan)]","[100, 100, 0, nan, 100, 0, 0, 100, 0, 100, 100, 0, nan, 100, 0, 0, 100, 0, 100, 100, 0, nan, 100, 0, 0, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,0,,100,0,0,100,0,100,"[100, 100, 100, nan]",100,100,100,100,,,,,,,,0,[],,,,,,51.875,,100,3.75,,,,,0,,[],16.66666667,100,0,0,0,0,0,100,,,,100,,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,7,8,2,2,2,2,0,0,1,1,2,2
MDG_002925,CHRD2 HOMI Antsiranana,Diana,Antsiranana I,SECONDARY,SPECIALTY HOSPITAL,,MINISTRY OF HEALTH,,URBAN,INPATIENT ONLY,TERTIARY,9,0,0,100,0,0,64.58333333,,[],,,,64.58333333,"[np.float64(56.25), np.float64(62.5), np.float64(75.0), np.float64(nan), np.float64(nan)]","[100, 100, 75, nan, 75, 0, 0, 100, 0, 100, 100, 0, nan, 100, 100, 0, 100, 0, 100, 100, 0, nan, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,25,,91.66666667,66.66666667,33.33333333,100,0,0,[],0,,,,,,,,,,,0,[],,,,,,50.78125,,100,1.5625,,,,,0,,[],16.66666667,0,0,0,0,0,100,100,,,,100,,,,100,100,0,0,100,100,0,100,100,100,50,100,100,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,0,23,0,10,0,11,0,0,0,999,999,999,999
MDG_000841,CSB2 Fandrandava,Haute Matsiatra,Lalangina,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,9742,100,0,100,100,100,68.03472222,56,"[np.float64(60.0), np.float64(50.0), np.float64(60.0), np.float64(60.0), np.float64(50.0)]",56,,,80.06944444,"[np.float64(78.125), np.float64(94.44444444444444), np.float64(75.0), np.float64(75.0), np.float64(77.77777777777777)]","[100, 100, 75, nan, 50, 100, 0, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 75, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, nan, 50, 100, 0, 100, 100, 75, 100, 75, 100, 50, 100, 0, 100, 100]",90,100,70,100,50,100,40,100,80,50,"[0, 100, 0, 100]",100,0,100,0,100,53.33333333,60,,100,0,25,5,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0)]",100,0,100,0,0,64.48789572,53.33333333,100,20,60,89.10614525,,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,80,0,,,100,100,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,0,3,0,0,0,3,0,0,0,0,0,0,0
MDG_002824,CHRD2 Andapa,Sava,Andapa,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,0,0,76.11111111,78.33333333,"[np.float64(50.0), np.float64(66.66666666666667), np.float64(50.0), np.float64(50.0), np.float64(66.66666666666667), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,56.66666667,100,73.88888889,"[np.float64(72.22222222222223), np.float64(80.55555555555556), np.float64(66.66666666666667), np.float64(69.44444444444444), np.float64(80.55555555555556)]","[75, 100, 75, 100, 100, 0, 100, 100, 0, 50, 100, 100, 75, 100, 100, 100, 100, 0, 50, 75, 50, 50, 75, 100, 100, 100, 0, 50, 100, 75, 100, 100, 0, 100, 100, 0, 100, 100, 75, 50, 100, 100, 100, 100, 0]",65,95,75,75,95,60,100,100,0,0,[],0,,,,,,,,,,,0,[],,,,,,37.00854701,,57.69230769,3.333333333,,,50,,0,,[],50,100,100,0,0,0,100,100,100,100,100,100,,,,0,0,0,0,100,100,0,100,100,0,50,100,100,25.92592593,100,0,0,25.92592593,,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,100,0,0,0,100,0,0,0,0,0,,0,30,0,6,0,8,0,3,0,0,0,0,0
MDG_002840,CHRD2 Ifanadiana,Vatovavy,Ifanadiana,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,210212,100,100,100,100,0,73.5,73.11111111,"[np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(80.0), np.float64(80.0), np.float64(66.66666666666667), np.float64(100.0), np.float64(100.0), np.float64(50.0), np.float64(100.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",86,83.33333333,50,73.88888889,"[np.float64(83.33333333333333), np.float64(53.125), np.float64(71.875), np.float64(75.0), np.float64(86.11111111111111)]","[100, 100, 100, 75, 75, 100, 100, 100, 0, 100, 50, 50, nan, 25, 100, 100, 0, 0, 100, 100, 50, nan, 25, 100, 100, 100, 0, 100, 100, 75, 50, 50, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0]",100,90,75,75,50,100,100,80,0,0,[],0,,,,,66.66666667,100,,100,0,,0,[],,,,,,65.5594877,66.66666667,93.47826087,2.093023256,100,,,,0,,[],0,0,0,0,0,0,0,66.66666667,100,100,0,100,0,,100,100,100,100,100,100,0,100,100,100,100,100,100,100,51.85185185,100,0,0,51.85185185,,100,0,0,100,0,100,100,0,0,100,100,0,100,100,100,0,0,100,100,100,100,100,0,0,0,0,0,,0,46,0,7,0,25,0,3,0,2,0,0,0
MDG_001207,CSB1 Morarano Toby,Vatovavy,Mananjary,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,2462,100,0,100,100,100,74.27777778,68,"[np.float64(60.0), np.float64(70.0), np.float64(70.0), np.float64(80.0), np.float64(60.0)]",68,,,80.55555556,"[np.float64(88.88888888888889), np.float64(91.66666666666667), np.float64(75.0), np.float64(75.0), np.float64(72.22222222222223)]","[100, 100, 75, 50, 75, 100, 100, 100, 100, 100, 100, 100, 100, 25, 100, 100, 100, 100, 75, 50, 25, nan, 75, 100, 100, 100, nan, 75, 100, 75, nan, 50, 100, 100, 100, 0, 100, 100, 50, 50, 50, 100, 100, 100, 0]",90,90,65,66.66666667,55,100,100,100,50,75,"[0, 100, 100, 100]",100,0,100,100,100,73.33333333,100,,100,20,25,5,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0)]",40,0,100,60,0,32.29166667,73.33333333,33.33333333,22.5,0,,,,5,60,"[100, 0, 0, 100, 100]",0,0,0,0,0,0,0,20,0,,,0,0,0,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,6,999,0,0,3,0,0,0,1,0,2,0
MDG_002740,CHRR Sofia,Sofia,Mandritsara,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,207133,100,100,100,100,0,54,54,"[np.float64(70.0), np.float64(60.0), np.float64(60.0), np.float64(60.0), np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",62,50,50,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,0,[],0,,,,,40,20,,100,0,25,5,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0)]",100,0,0,0,0,63.83257919,40,76.47058824,2.692307692,100,,100,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,16.66666667,0,0,0,100,0,,0,0,100,0,100,100,100,0,100,0,0,50,100,100,44.44444444,100,0,0,44.44444444,,100,100,0,100,0,100,0,0,100,0,0,0,100,100,0,0,0,100,100,100,100,100,0,0,0,0,0,,32,50,16,11,4,31,12,5,0,1,0,0,0
MDG_003633,FSP Maison Centrale Toliara,Atsimo Andrefana,Toliara I,PRIMARY,OTHER (SPECIFY),Dispensaire pour les détenus,MILITARY/POLICE/NATIONAL GUARD,,URBAN,OUTPATIENT ONLY,PRIMARY,9,100,0,100,0,0,69.32539683,,[],,,,69.32539683,"[np.float64(80.55555555555556), np.float64(78.57142857142857), np.float64(65.625), np.float64(46.875), np.float64(75.0)]","[100, 100, 50, 100, 75, 100, 100, 100, 0, 100, 100, 50, nan, nan, 100, 100, 100, 0, 100, 50, 25, nan, 50, 100, 100, 100, 0, 100, 25, 25, nan, 25, 100, 100, 0, 0, 100, 50, 75, nan, 75, 100, 100, 100, 0]",100,65,45,100,56.25,100,100,80,0,0,[],0,,,,,,,,,,,0,[],,,,,,57.5,,100,15,,,,,0,,[],16.66666667,0,0,0,0,0,100,100,100,,,100,,,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,2,999,1,0,1,0,0,0,0,0,0,0
MDG_002832,CHRD1 Mampikony,Sofia,Mampikony,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,227767,100,100,100,100,0,36.66666667,36.66666667,"[np.float64(60.0), np.float64(60.0), np.float64(60.0), np.float64(60.0), np.float64(60.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",60,0,50,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,75,"[0, 100, 100, 100]",100,0,100,100,100,33.33333333,0,,100,0,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0,0,0,70.80952381,33.33333333,100,20.71428571,100,,100,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,11.11111111,100,0,0,11.11111111,,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,,76.19047619,21,16,6,3,7,4,1,0,1,1,0,0
MDG_002852,CHU Andohatapenaka,Analamanga,Antananarivo Renivohitra,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,3594387,0,100,100,100,0,72.5,70,"[np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(70.0)]",70,,,75,"[np.float64(75.0), np.float64(88.88888888888889), np.float64(72.22222222222223), np.float64(75.0), np.float64(63.888888888888886)]","[100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 0, 100, 0, 100, 100, 75, 100, 0, 100, 100, 100, 0, 100, 100, 75, 100, 0, 100, 0, 100, 0]",100,100,80,100,55,100,40,100,0,0,[],0,,,,,33.33333333,100,,0,0,,0,[],,,,,,53.17491014,33.33333333,97.5308642,1.835443038,80,,,,0,,[],16.66666667,0,0,0,0,0,100,33.33333333,,,0,100,0,,,100,100,100,100,100,100,100,100,100,100,100,100,100,40.74074074,100,0,0,40.74074074,,0,0,0,0,0,100,0,0,100,100,0,0,100,100,100,0,0,100,100,100,100,100,0,0,0,0,0,,0,179,0,36,0,36,0,6,0,6,0,0,0
MDG_002914,CHU Place Kabary,Diana,Antsiranana I,TERTIARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,157176,100,100,100,100,0,74.53993056,78.33333333,"[np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(100.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(66.66666666666667), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",76,63.33333333,100,70.74652778,"[np.float64(nan), np.float64(62.5), np.float64(83.33333333333333), np.float64(59.375), np.float64(77.77777777777777)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 100, 100, nan, 0, 100, 0, 100, 0, 75, 100, 75, 100, 0, 100, 100, 100, 100, 100, 100, 100, nan, 75, 0, 0, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 100]",93.75,100,93.75,100,18.75,75,25,100,50,100,"[100, 100, 100, nan]",100,100,100,100,,73.33333333,100,100,100,20,,0,[],,,,,,60,73.33333333,100,6.666666667,80,,100,0,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,59.25925926,100,0,0,59.25925926,,100,0,0,100,0,100,0,0,100,100,100,100,100,100,100,0,0,100,100,100,100,100,0,100,0,0,0,,,999,999,999,999,999,999,999,999,999,999,999,999
